"","ID","GC3s","Synteny","discordance_marni","n_genospecies","n_members"
"614","group1055",0.760729,38.4035,1,5,201
"615","group10550",0.680851,17.1944,1,1,9
"616","group10551",0.62858,8.6203,2,4,71
"617","group10552",0.735156,26.1477,0,2,33
"618","group10553",0.766234,29.3333,0,1,3
"619","group10554",0.629464,10.3333,0,1,4
"620","group10555",0.532381,19.0659,0,3,14
"621","group10556",0.702572,3.51333,1,3,24
"622","group10557",0.758426,16.4668,1,4,54
"623","group10558",0.610616,18.0204,1,4,51
"624","group10559",0.638486,18.181,2,4,54
"625","group1056",0.728896,38.3645,1,5,201
"626","group10560",0.641914,19.2956,1,4,54
"627","group10561",0.675257,8.14735,1,5,102
"628","group10562",0.621235,19.3781,1,4,54
"629","group10563",0.67,19.2809,2,4,54
"630","group10564",0.67552,19.1223,1,4,54
"631","group10565",0.679005,18.97,1,4,54
"632","group10566",0.58952,18.7883,1,4,54
"633","group10567",0.79178,18.5723,1,4,54
"634","group10568",0.681421,18.3326,2,4,54
"635","group10569",0.517782,18.0846,2,4,54
"636","group1057",0.806617,38.3255,0,5,201
"637","group10570",0.595826,11.9889,3,4,59
"638","group10571",0.55033,11.8936,4,4,59
"639","group10572",0.694142,1.90476,0,1,7
"640","group10573",0.873342,1.66836,1,4,42
"641","group10574",0.834615,0.166667,0,2,4
"642","group10575",0.767196,17.6667,0,1,3
"643","group10576",0.793651,23.8333,0,1,4
"644","group10577",0.63997,10.6257,1,5,19
"645","group10578",0.728938,16.3333,0,1,3
"646","group10579",0.751832,18.6667,0,2,6
"647","group1058",0.741203,38.2451,1,5,201
"648","group10580",0.728201,24,0,1,9
"649","group10581",0.6875,5,0,3,4
"650","group10582",0.663126,9.8,0,1,5
"651","group10583",0.705357,9.16667,0,2,4
"652","group10584",0.682258,10.4,0,2,5
"653","group10585",0.619883,0.109091,1,1,9
"654","group10586",0.531943,3.91188,1,5,96
"655","group10587",0.680734,9.92857,1,3,20
"656","group10588",0.633763,8.8381,1,3,20
"657","group10589",0.633387,15.3587,0,2,24
"658","group1059",0.809754,38.1439,1,5,201
"659","group10590",0.72075,11.7018,0,3,39
"660","group10591",0.699016,17.2116,0,2,28
"661","group10592",0.663265,29.5278,0,1,9
"662","group10593",0.61,29.5278,0,1,9
"663","group10594",0.715271,23.6222,0,2,10
"664","group10595",0.727273,24.3846,0,1,40
"665","group10596",0.880342,26.8897,1,1,30
"666","group10597",0.534799,16,0,1,3
"667","group10598",0.53711,10.9163,0,2,39
"668","group10599",0.688767,5.73333,1,3,61
"669","group106",0.696372,22.4584,1,5,201
"670","group1060",0.731329,38.0774,0,5,201
"671","group10600",0.637007,25.8015,0,1,17
"672","group10601",0.821371,14.3875,1,2,53
"673","group10602",0.543387,12.7198,0,1,43
"674","group10603",0.882353,15.102,1,1,50
"675","group10604",0.814802,14.1845,1,1,55
"676","group10605",0.657039,6.34065,7,5,95
"677","group10606",0.535088,0,0,2,3
"678","group10607",0.55749,1.82195,0,2,41
"679","group10608",0.81072,0.755556,0,2,10
"680","group10609",0.820144,33.2727,1,1,11
"681","group1061",0.757624,38.0316,0,5,201
"682","group10610",0.73071,12.2747,0,1,14
"683","group10611",0.595781,22.9524,0,1,7
"684","group10612",0.640749,14.9485,0,2,17
"685","group10613",0.671464,14.6985,0,2,17
"686","group10614",0.681579,18.3111,1,1,10
"687","group10615",0.595755,14.2794,0,2,17
"688","group10616",0.57272,14.0735,1,2,17
"689","group10617",0.610819,13.8235,1,2,17
"690","group10618",0.661316,25.2667,0,1,10
"691","group10619",0.694889,6,0,1,4
"692","group1062",0.758571,37.9925,3,5,201
"693","group10620",0.791667,35.0581,1,1,31
"694","group10621",0.68,39.5,0,1,4
"695","group10622",0.538618,1.33333,0,1,6
"696","group10623",0.562963,0,0,1,2
"697","group10624",0.709302,0,0,2,2
"698","group10625",0.53644,0.545455,1,3,12
"699","group10626",0.673077,9.94118,1,1,16
"700","group10627",0.672727,25.9,0,1,5
"701","group10628",0.737094,8.4,0,1,5
"702","group10629",0.697674,0,0,2,5
"703","group1063",0.769914,37.9534,2,5,201
"704","group10630",0.724706,25.7059,0,1,17
"705","group10631",0.625019,15.881,0,1,21
"706","group10632",0.609535,13.4989,0,1,30
"707","group10633",0.793103,0,0,2,4
"708","group10634",0.464286,6,0,1,2
"709","group10635",0.547794,38.6667,0,1,3
"710","group10636",0.73109,14.9117,0,2,27
"711","group10637",0.5,31.6693,0,1,28
"712","group10638",0.70297,13.3333,0,1,3
"713","group10639",0.673077,21.9,0,1,5
"714","group1064",0.756284,37.8749,0,5,201
"715","group10640",0.828125,12.7286,1,1,21
"716","group10641",0.637093,12.8857,0,1,21
"717","group10642",0.653061,14.3509,1,1,19
"718","group10643",0.635593,21.7857,1,1,21
"719","group10644",0.682721,21.7446,0,1,22
"720","group10645",0.625823,22.5411,1,1,22
"721","group10646",0.693076,23.2121,1,1,22
"722","group10647",0.698441,23.355,0,1,22
"723","group10648",0.705522,23.6277,0,1,22
"724","group10649",0.796104,23.8139,1,1,22
"725","group1065",0.807487,37.5179,0,5,200
"726","group10650",0.653899,25.7952,0,1,21
"727","group10651",0.666667,26.4048,1,1,21
"728","group10652",0.654978,24.4329,0,1,22
"729","group10653",0.727059,25.342,0,1,22
"730","group10654",0.660495,25.1905,1,1,22
"731","group10655",0.691401,15.2266,0,2,29
"732","group10656",0.747573,21.8142,0,1,22
"733","group10657",0.727557,24.9091,0,1,22
"734","group10658",0.742324,24.3593,1,1,22
"735","group10659",0.77303,21.6877,0,2,23
"736","group1066",0.719857,37.1354,0,5,201
"737","group10660",0.737294,11.4912,1,2,38
"738","group10661",0.648587,14.3195,0,1,30
"739","group10662",0.64,15.2381,1,1,7
"740","group10663",0.532397,34.3333,0,1,3
"741","group10664",0.689489,35,0,1,3
"742","group10665",0.688345,9.66667,0,2,3
"743","group10666",0.758005,20.7895,1,4,19
"744","group10667",0.680347,6.10714,0,3,8
"745","group10668",0.671134,3.97778,1,2,10
"746","group10669",0.664098,27,0,1,2
"747","group1067",0.765787,36.9935,1,5,201
"748","group10670",0.70297,13.3333,0,1,3
"749","group10671",0.748918,15.3593,1,3,22
"750","group10672",0.850081,9.73333,0,1,9
"751","group10673",0.70821,3.6,0,1,5
"752","group10674",0.631768,28.2862,0,2,24
"753","group10675",0.719095,33.5948,0,1,18
"754","group10676",0.62163,33.3593,0,1,22
"755","group10677",0.672373,36.7541,0,2,61
"756","group10678",0.70094,37.8892,0,1,29
"757","group10679",0.691917,1.29412,2,4,17
"758","group1068",0.87088,36.7579,1,5,201
"759","group10680",0.692842,1.00526,4,4,20
"760","group10681",0.68374,12.1905,0,1,22
"761","group10682",0.638597,2.02614,0,4,18
"762","group10683",0.664614,14.7158,5,5,60
"763","group10684",0.496589,1.93333,1,3,6
"764","group10685",0.692493,4.50735,1,4,16
"765","group10686",0.601518,0,0,1,2
"766","group10687",0.637208,20,0,1,4
"767","group10688",0.809646,25.5714,0,1,7
"768","group10689",0.681345,19.1417,0,2,16
"769","group1069",0.840725,36.5125,1,5,201
"770","group10690",0.810811,5.5,0,1,4
"771","group10691",0.533333,39.0952,0,1,15
"772","group10692",0.679415,9.38766,3,4,80
"773","group10693",0.879227,26.8617,1,1,23
"774","group10694",0.59467,4.5,0,1,4
"775","group10695",0.579888,11.5714,0,3,8
"776","group10696",0.628571,38,0,1,2
"777","group10697",0.802083,38,0,1,2
"778","group10698",0.726415,32,0,1,7
"779","group10699",0.806818,38,0,1,2
"780","group107",0.779412,21.2576,0,4,12
"781","group1070",0.78017,36.3263,1,5,201
"782","group10700",0.770501,32.6667,0,1,7
"783","group10701",0.719106,12.1039,0,3,22
"784","group10702",0.776254,26.8571,0,2,7
"785","group10703",0.623787,25.7063,0,2,27
"786","group10704",0.571403,25.0514,2,4,58
"787","group10705",0.689842,33.0952,3,3,22
"788","group10706",0.78597,15.5885,4,4,61
"789","group10707",0.6707,16.2907,5,4,61
"790","group10708",0.710201,10.9931,5,5,94
"791","group10709",0.763506,16.8514,4,4,60
"792","group1071",0.68718,36.1711,1,5,201
"793","group10710",0.663934,16.6546,1,4,61
"794","group10711",0.725792,17.1232,5,4,60
"795","group10712",0.723287,16.635,1,4,61
"796","group10713",0.752933,16.5464,2,4,61
"797","group10714",0.748802,16.4399,1,4,61
"798","group10715",0.68598,16.6616,1,4,60
"799","group10716",0.653452,17.3436,3,4,58
"800","group10717",0.602823,16.7731,0,4,58
"801","group10718",0.640913,16.1964,0,4,59
"802","group10719",0.643959,18.4354,3,4,53
"803","group1072",0.842259,36.3275,1,5,200
"804","group10720",0.699544,17.0181,2,4,58
"805","group10721",0.648772,15.8653,1,4,50
"806","group10722",0.7,33.7905,1,3,23
"807","group10723",0.590909,34.0356,1,3,23
"808","group10724",0.636398,23.4259,0,4,51
"809","group10725",0.764888,18.6022,1,4,31
"810","group10726",0.8,30.2428,1,3,24
"811","group10727",0.669333,27.4267,1,4,25
"812","group10728",0.588028,13.0202,2,4,35
"813","group10729",0.536723,6.99333,1,3,25
"814","group1073",0.810327,35.8986,1,5,201
"815","group10730",0.631148,35.8889,0,1,9
"816","group10731",0.646533,21.2213,0,4,39
"817","group10732",0.707317,35.1667,0,1,4
"818","group10733",0.64861,7.65127,2,5,69
"819","group10734",0.63423,7.70981,1,5,69
"820","group10735",0.605677,11.6958,1,2,35
"821","group10736",0.6526,20.7333,1,3,21
"822","group10737",0.503305,27.4545,1,3,23
"823","group10738",0.564103,39.5556,0,1,9
"824","group10739",0.642546,38,0,1,2
"825","group1074",0.759039,35.9194,1,5,201
"826","group10740",0.775,37.2222,0,3,10
"827","group10741",0.760318,13.2336,1,5,95
"828","group10742",0.648038,6.49634,1,4,40
"829","group10743",0.600687,10.4872,0,3,13
"830","group10744",0.675017,13.9202,2,5,25
"831","group10745",0.620603,7.56731,1,5,61
"832","group10746",0.623559,14.1664,1,4,35
"833","group10747",0.625277,15.71,1,3,22
"834","group10748",0.663971,11.2,0,1,5
"835","group10749",0.64175,6.49222,4,5,95
"836","group1075",0.77592,35.9303,1,5,201
"837","group10750",0.655556,8.33333,0,2,3
"838","group10751",0.70733,17.8498,1,3,23
"839","group10752",0.830986,20.381,1,3,22
"840","group10753",0.528736,23.3587,1,3,24
"841","group10754",0.519841,24.2536,1,3,24
"842","group10755",0.5,25.419,1,3,23
"843","group10756",0.756665,11.4129,4,4,35
"844","group10757",0.714257,21.8234,1,4,27
"845","group10758",0.510204,19.0952,0,2,7
"846","group10759",0.735841,18.6355,1,4,29
"847","group1076",0.712338,35.9323,2,5,201
"848","group10760",0.824685,29.1558,6,3,24
"849","group10761",0.654952,14.7382,4,4,47
"850","group10762",0.665881,12.6023,2,4,62
"851","group10763",0.886943,12.7049,1,4,62
"852","group10764",0.655172,26.6703,1,3,24
"853","group10765",0.73282,14.1174,1,4,33
"854","group10766",0.610507,25.779,1,3,24
"855","group10767",0.60917,25.442,1,3,24
"856","group10768",0.695652,25.1957,1,3,24
"857","group10769",0.593232,11.3448,7,4,59
"858","group1077",0.722757,35.9256,1,5,201
"859","group10770",0.716837,20.2609,1,4,24
"860","group10771",0.512532,20.9855,2,3,24
"861","group10772",0.675595,7.42857,0,2,13
"862","group10773",0.556709,8.14286,0,2,7
"863","group10774",0.663145,4.06667,0,3,6
"864","group10775",0.764744,0,-1,3,3
"865","group10776",0.680451,37.5,1,2,4
"866","group10777",0.589728,14.2509,0,4,48
"867","group10778",0.632104,13.9858,0,4,48
"868","group10779",0.684248,0.0952381,0,3,7
"869","group1078",0.786626,36.0489,2,5,201
"870","group10780",0.659822,0.333333,-1,3,3
"871","group10781",0.674048,0,0,2,2
"872","group10782",0.711663,2.12121,1,5,11
"873","group10783",0.558806,12.873,1,2,28
"874","group10784",0.714286,35.1438,4,3,18
"875","group10785",0.642875,22.136,3,4,57
"876","group10786",0.512255,27.8158,1,3,20
"877","group10787",0.794521,30.6667,-1,3,3
"878","group10788",0.592593,23.9481,1,3,22
"879","group10789",0.586039,25.4286,1,3,22
"880","group1079",0.593896,36.0583,2,5,200
"881","group10790",0.551919,28.2095,1,3,23
"882","group10791",0.693798,29.7273,0,3,12
"883","group10792",0.685673,7.47895,0,3,20
"884","group10793",0.601055,10.4231,0,3,13
"885","group10794",0.706539,8.91053,1,4,20
"886","group10795",0.651677,9.26437,0,4,30
"887","group10796",0.68759,13.2088,0,3,14
"888","group10797",0.703066,15.0275,1,4,48
"889","group10798",0.883555,30.6175,0,2,36
"890","group10799",0.672078,21.8611,1,3,9
"891","group108",0.766262,23.4498,1,5,189
"892","group1080",0.767744,36.0208,1,5,201
"893","group10800",0.386838,23.7143,0,3,14
"894","group10801",0.606987,16.5795,1,3,40
"895","group10802",0.612352,19.9485,0,3,17
"896","group10803",0.588787,13.6132,0,3,34
"897","group10804",0.505513,23.075,1,3,16
"898","group10805",0.602998,23.75,0,3,16
"899","group10806",0.8,29.8214,1,2,8
"900","group10807",0.703704,36.82,0,3,25
"901","group10808",0.638652,0.622222,1,3,9
"902","group10809",0.742351,20.0833,0,1,9
"903","group1081",0.728816,36.0025,1,5,201
"904","group10810",0.736186,1.80769,0,2,13
"905","group10811",0.750481,10.7167,1,3,15
"906","group10812",0.694805,14,0,3,5
"907","group10813",0.612299,14.0368,2,3,15
"908","group10814",0.715898,12.7544,1,3,17
"909","group10815",0.762169,9.42857,1,4,7
"910","group10816",0.668247,16.0714,0,3,7
"911","group10817",0.750171,16.9744,0,3,12
"912","group10818",0.714243,13.3333,0,1,3
"913","group10819",0.746585,17.359,1,3,12
"914","group1082",0.743595,35.9928,1,5,201
"915","group10820",0.702943,17.2051,1,3,12
"916","group10821",0.770724,17.1026,0,3,12
"917","group10822",0.648493,11,-1,3,3
"918","group10823",0.722594,34.5,1,2,4
"919","group10824",0.756906,14.4727,0,3,64
"920","group10825",0.64004,1.25758,0,2,12
"921","group10826",0.644042,0,0,1,2
"922","group10827",0.7018,16.0804,1,5,75
"923","group10828",0.732194,8.625,0,1,17
"924","group10829",0.661819,19.141,0,1,12
"925","group1083",0.810034,35.9927,2,5,201
"926","group10830",0.644196,0,0,2,4
"927","group10831",0.764045,33.3333,0,1,3
"928","group10832",0.687657,31.3333,0,2,4
"929","group10833",0.770798,19.6667,0,1,4
"930","group10834",0.735582,30.7333,0,2,6
"931","group10835",0.522457,11.5714,0,2,7
"932","group10836",0.742162,0.377778,0,3,10
"933","group10837",0.625551,0.5,0,1,4
"934","group10838",0.628058,15.1389,0,2,7
"935","group10839",0.683638,10.5273,0,2,9
"936","group1084",0.657998,35.945,2,5,201
"937","group10840",0.802827,21,0,1,3
"938","group10841",0.795918,6.33333,0,1,4
"939","group10842",0.840582,24.6667,0,1,3
"940","group10843",0.650159,2.70909,0,3,11
"941","group10844",0.624277,22,0,1,3
"942","group10845",0.776062,4.42857,0,2,7
"943","group10846",0.702787,34.3971,1,4,49
"944","group10847",0.527588,17.767,0,3,52
"945","group10848",0.785428,22.5,1,2,4
"946","group10849",0.558813,25.3333,0,2,6
"947","group1085",0.801795,35.9548,1,5,201
"948","group10850",0.668772,14.2833,0,3,25
"949","group10851",0.666995,0.0666667,0,2,6
"950","group10852",0.666667,23.1429,0,1,7
"951","group10853",0.704299,14.7003,1,4,53
"952","group10854",0.714355,15.3989,2,4,52
"953","group10855",0.758275,15.3208,3,4,53
"954","group10856",0.773109,15.9974,1,4,49
"955","group10857",0.700644,16.3152,1,4,52
"956","group10858",0.577001,16.7875,0,4,51
"957","group10859",0.691256,16.4487,2,4,52
"958","group1086",0.775309,36.3259,1,5,201
"959","group10860",0.696429,0,0,2,3
"960","group10861",0.711465,2.25,0,2,8
"961","group10862",0.648452,21.4276,0,3,30
"962","group10863",0.696429,0,0,1,3
"963","group10864",0.607268,15.5435,1,2,24
"964","group10865",0.565152,15.4819,0,2,24
"965","group10866",0.485044,28.681,1,3,21
"966","group10867",0.642857,4.21429,1,2,8
"967","group10868",0.647111,17.3429,0,2,15
"968","group10869",0.70297,0,0,1,2
"969","group1087",0.80918,36.4261,1,5,201
"970","group10870",0.820704,33.25,0,1,9
"971","group10871",0.872356,12.7857,0,4,8
"972","group10872",0.642348,15.5833,0,4,9
"973","group10873",0.577778,21,0,1,2
"974","group10874",0.64537,11.7455,0,4,11
"975","group10875",0.573529,13.6071,1,3,8
"976","group10876",0.633745,12.5556,0,2,9
"977","group10877",0.8625,12.4,0,2,5
"978","group10878",0.667502,10.4182,1,4,11
"979","group10879",0.845679,10.0667,0,3,6
"980","group1088",0.806718,36.4748,0,5,201
"981","group10880",0.751552,9.58333,0,3,9
"982","group10881",0.72,39.6277,1,1,25
"983","group10882",0.740134,38.4667,0,1,10
"984","group10883",0.628395,7.30556,0,2,9
"985","group10884",0.692308,35.4364,1,3,11
"986","group10885",0.84375,34.0714,1,3,8
"987","group10886",0.71,34,1,2,5
"988","group10887",0.686793,28,0,2,2
"989","group10888",0.703357,6.38889,0,2,9
"990","group10889",0.785714,0,0,2,2
"991","group1089",0.786438,36.5662,2,5,201
"992","group10890",0.780612,0.166667,0,1,4
"993","group10891",0.681762,10.1667,0,2,4
"994","group10892",0.793103,0,0,2,4
"995","group10893",0.679688,7.66667,1,2,4
"996","group10894",0.802381,6.03297,0,3,14
"997","group10895",0.656085,38.6667,0,1,3
"998","group10896",0.529101,35.2857,0,2,7
"999","group10897",0.757544,9.95906,0,3,18
"1000","group10898",0.666667,31,0,1,2
"1001","group10899",0.53828,0.866667,1,5,10
"1002","group109",0.775349,22.7602,2,5,201
"1003","group1090",0.652223,36.6513,1,5,201
"1004","group10900",0.572417,11.8095,0,3,15
"1005","group10901",0.711111,27.8456,1,3,17
"1006","group10902",0.72093,0,0,2,3
"1007","group10903",0.663486,8.66667,0,2,3
"1008","group10904",0.694892,35.1667,0,1,4
"1009","group10905",0.742347,19.9611,0,3,45
"1010","group10906",0.510691,26.0909,1,1,11
"1011","group10907",0.746751,6.33333,0,2,3
"1012","group10908",0.696,31.9,0,1,5
"1013","group10909",0.701694,11.2667,0,3,6
"1014","group1091",0.723708,36.4655,2,5,201
"1015","group10910",0.695285,13.7253,0,3,14
"1016","group10911",0.657104,8.51852,0,3,27
"1017","group10912",0.702665,0,0,2,2
"1018","group10913",0.555556,27.1111,1,1,9
"1019","group10914",0.766237,21.8333,0,1,9
"1020","group10915",0.859893,16.2,1,1,11
"1021","group10916",0.747702,16.6467,0,1,27
"1022","group10917",0.801277,10.8696,1,2,23
"1023","group10918",0.649735,23.0277,1,1,26
"1024","group10919",0.698613,23.1662,0,1,26
"1025","group1092",0.716318,36.2895,1,5,201
"1026","group10920",0.725689,23.3877,0,1,26
"1027","group10921",0.674092,23.4154,1,1,26
"1028","group10922",0.682897,19.8862,0,1,28
"1029","group10923",0.780416,22.9262,0,1,26
"1030","group10924",0.793762,22.8154,0,1,26
"1031","group10925",0.77917,22.7908,0,1,26
"1032","group10926",0.721538,22.6954,0,1,26
"1033","group10927",0.708963,16.2602,0,2,31
"1034","group10928",0.517483,18.1569,0,1,26
"1035","group10929",0.607802,18.0738,0,1,26
"1036","group1093",0.794914,36.1602,0,5,201
"1037","group10930",0.620114,12.2773,0,1,33
"1038","group10931",0.558355,17.9692,0,1,26
"1039","group10932",0.575961,17.9877,0,1,26
"1040","group10933",0.575566,17.3815,0,1,26
"1041","group10934",0.576208,17.3815,0,1,26
"1042","group10935",0.627564,17.3815,0,1,26
"1043","group10936",0.559443,16.4462,1,1,26
"1044","group10937",0.545761,16.4492,0,1,26
"1045","group10938",0.568376,14.68,0,1,26
"1046","group10939",0.800105,8.76449,0,1,24
"1047","group1094",0.504677,35.6491,1,5,201
"1048","group10940",0.565559,16.2369,0,1,26
"1049","group10941",0.591018,16.3938,0,1,26
"1050","group10942",0.637652,16.6308,0,1,26
"1051","group10943",0.51425,17.0954,0,1,26
"1052","group10944",0.536248,17.2677,0,1,26
"1053","group10945",0.64194,14.5046,0,1,26
"1054","group10946",0.680019,13.8677,1,1,26
"1055","group10947",0.682184,2.11111,1,3,13
"1056","group10948",0.690455,4.66667,1,2,4
"1057","group10949",0.704167,0,0,2,2
"1058","group1095",0.773409,35.3525,0,5,200
"1059","group10950",0.67878,9.96154,0,3,13
"1060","group10951",0.752381,1.3,0,3,5
"1061","group10952",0.716068,3.33333,0,3,4
"1062","group10953",0.688525,0,0,2,2
"1063","group10954",0.553056,27.6667,0,2,10
"1064","group10955",0.667749,0,0,2,3
"1065","group10956",0.694549,3.07692,0,2,13
"1066","group10957",0.685934,1.39744,0,3,13
"1067","group10958",0.696429,0,0,2,4
"1068","group10959",0.683923,0,0,2,2
"1069","group1096",0.787501,35.2555,1,5,200
"1070","group10960",0.778247,8.28571,1,1,8
"1071","group10961",0.681717,14.6,0,1,5
